word,usage,in_sentences,tier,why,act,jit,frames,recording,source,alias_of
告訴我,12,,ok,,1.0,0.01429,30,moc_G2D11P1.json,moc:G2D11P1,
支持,12,,ok,,0.7895,0.0345,19,moc_G2D5P2.json,moc:G2D5P2,
大約,12,,ok,,1.0,0.02564,26,moc_G2D6P1.json,moc:G2D6P1,
講述,12,,ok,,0.8833,0.01085,60,moc_G2D7P2.json,moc:G2D7P2,
幾點,12,S21,ok,,0.7742,0.00581,93,moc_G2D13P2.json,moc:G2D13P2,
斷掉,12,,ok,,1.0,0.0136,19,moc_G2D2P3.json,moc:G2D2P3,
辯論,12,,ok,,1.0,0.00678,109,moc_G2D3P1.json,moc:G2D3P1,
能力,12,,ok,,1.0,0.00625,61,moc_G2D3P1.json,moc:G2D3P1,
聽障,12,,ok,,0.8571,0.03724,14,moc_G2D3P2.json,moc:G2D3P2,
一半,12,,ok,,1.0,0.00821,29,moc_G2D3P2.json,moc:G2D3P2,
平板,12,,ok,,0.6136,0.03435,44,moc_G2D9P1.json,moc:G2D9P1,
打架,12,,ok,,1.0,0.0314,19,moc_G2D9P1.json,moc:G2D9P1,
二十四小時,12,,ok,,1.0,0.00861,32,moc_G3C26_L.json,moc:G3C26,
外公,12,,ok,,0.6286,0.04765,35,moc_G3D12P1.json,moc:G3D12P1,
計劃,12,,ok,,0.8421,0.01203,38,moc_G3D10P1.json,moc:G3D10P1,
收藏,12,,ok,,0.8953,0.01352,86,moc_G3D16P2.json,moc:G3D16P2,
搭車,12,,ok,,0.8254,0.01136,63,moc_G3D3P3.json,moc:G3D3P3,
跑馬燈,12,,ok,,1.0,0.01233,53,moc_G3D3P3.json,moc:G3D3P3,
重視,12,,ok,,1.0,0.01294,47,moc_G3D3P5.json,moc:G3D3P5,
平安,12,,ok,,0.9179,0.00809,134,moc_G3D3P5.json,moc:G3D3P5,
除外,12,,ok,,0.9459,0.01908,74,moc_G3D4P4.json,moc:G3D4P4,
民眾,12,,ok,,0.9608,0.01162,51,moc_G3D1P1.json,moc:G3D1P1,
興趣,12,,ok,,0.8571,0.01347,35,moc_G3D2P1.json,moc:G3D2P1,
按時,12,,ok,,0.866,0.0118,97,moc_G3D2P3.json,moc:G3D2P3,
交通,12,,ok,,1.0,0.01009,55,moc_G3D3P1.json,moc:G3D3P1,
一星期,12,,ok,,0.6618,0.02021,68,moc_G3D9P2.json,moc:G3D9P2,
抓,12,,ok,,0.8571,0.03536,35,moc_G4D11P2.json,moc:G4D11P2,
清潔,12,,ok,,0.9091,0.04052,22,moc_G4D2P1.json,moc:G4D2P1,
對話,12,,ok,,1.0,0.00692,45,moc_G4D8P3.json,moc:G4D8P3,
機車,12,,ok,,1.0,0.00891,47,moc_G4D6P1.json,moc:G4D6P1,
洗澡,12,,ok,,0.8333,0.04805,18,moc_G4D6P4.json,moc:G4D6P4,
想到,12,,ok,,0.9756,0.01332,41,moc_G4D3P1.json,moc:G4D3P1,
詞彙,12,,ok,,1.0,0.0063,50,moc_I5P1_L.json,moc:corpus-gapfill,
中華民國,12,,ok,,0.9833,0.00614,60,moc_I4P5_L.json,moc:I4P5,
躺著,12,,ok,,1.0,0.00662,24,moc_I3P2_L.json,moc:I3P2,
先生,12,,ok,,0.9493,0.01579,138,twtsl2_先生.json,twtsl:rescan-2026-09,
六個月,12,,ok,,0.8739,0.00708,119,twtsl2_六個月.json,twtsl:rescan-2026-09,
厲害,12,,ok,,0.7037,0.03766,81,twtsl2_厲害.json,twtsl:rescan-2026-09,
客人,12,,ok,,0.7658,0.01695,111,twtsl2_客人.json,twtsl:rescan-2026-09,
火車站,12,,ok,,0.6967,0.00565,366,twtsl2_火車站.json,twtsl:rescan-2026-09,
牙齒,12,,ok,,0.8969,0.0085,262,twtsl2_牙齒.json,twtsl:rescan-2026-09,
玩具,12,,ok,,0.703,0.00805,394,twtsl2_玩具.json,twtsl:rescan-2026-09,
聞,12,,ok,,0.8676,0.03524,68,twtsl2_聞.json,twtsl:rescan-2026-09,
蘋果,12,,ok,,0.7228,0.01125,267,twtsl2_蘋果.json,twtsl:rescan-2026-09,
轉,12,,ok,,1.0,0.01569,116,twtsl2_轉.json,twtsl:rescan-2026-09,
騙,12,,ok,,0.9833,0.01217,120,twtsl2_騙.json,twtsl:rescan-2026-09,
香,12,,ok,,0.9924,0.00693,264,twtsl2_香.json,twtsl:rescan-2026-09,
猜,11,,ok,,1.0,0.00698,22,moc_G1D16P3.json,moc:G1D16P3,
陽光運動公園,11,,ok,,0.9586,0.01479,145,moc_G1D1P1.json,moc:G1D1P1,
持續,11,,ok,,0.8542,0.01579,48,moc_G1D14P3.json,moc:G1D14P3,
六點,11,,ok,,0.7215,0.03099,79,moc_G1D10P1.json,moc:G1D10P1,
百貨公司,11,,ok,,0.9091,0.00992,66,moc_G1D12P1.json,moc:G1D12P1,
三年,11,,ok,,0.9615,0.0197,26,moc_G2C11_R.json,moc:corpus-gapfill,
有一次,11,,ok,,0.8077,0.02703,26,moc_G1D3P1.json,moc:G1D3P1,
選擇,11,,ok,,1.0,0.01891,21,moc_G1D3P1.json,moc:G1D3P1,
傳真,11,,ok,,0.7609,0.00687,46,moc_G1D4P1.json,moc:G1D4P1,
聯繫,11,,ok,,0.8776,0.01562,49,moc_G1D4P2.json,moc:G1D4P2,
它,11,,ok,,1.0,0.01161,33,moc_G1D4P2.json,moc:G1D4P2,
輕鬆,11,,ok,,0.9565,0.00555,92,moc_G1D8P2.json,moc:G1D8P2,
報紙,11,,ok,,0.619,0.03237,21,moc_G2D10P2.json,moc:G2D10P2,
醒,11,,ok,,0.875,0.03367,40,moc_G2D11P1.json,moc:G2D11P1,
固定,11,,ok,,1.0,0.01446,17,moc_G2D11P2.json,moc:G2D11P2,
回,11,,ok,,1.0,0.00802,24,moc_G2D1P1.json,moc:G2D1P1,
爬,11,,ok,,0.6735,0.02426,49,moc_G2D6P1.json,moc:G2D6P1,
直,11,,ok,,1.0,0.01558,19,moc_G2D6P2.json,moc:G2D6P2,
聽打,11,,ok,,1.0,0.01015,51,moc_G2D7P2.json,moc:G2D7P2,
服藥,11,,ok,,0.7714,0.04491,35,moc_G2D2P3.json,moc:G2D2P3,
推,11,,ok,,0.697,0.01226,33,moc_G2D5P1.json,moc:G2D5P1,
答應,11,,ok,,0.6531,0.02545,49,moc_G2D9P2.json,moc:G2D9P2,
瑞典,11,,ok,,1.0,0.00542,61,moc_G2C45_L.json,moc:corpus-gapfill,
暑假,11,,ok,,0.6491,0.03235,57,moc_G3D12P1.json,moc:G3D12P1,
外國,11,,ok,,0.8235,0.00815,51,moc_G3D16P2.json,moc:G3D16P2,
雙胞胎,11,,ok,,0.9483,0.00938,58,moc_G3D2P1.json,moc:G3D2P1,
個性,11,,ok,,1.0,0.00912,42,moc_G3D2P1.json,moc:G3D2P1,
工廠,11,,ok,,0.7143,0.0184,35,moc_G3D9P1.json,moc:G3D9P1,
冬天,11,,ok,,1.0,0.00729,30,moc_G4D1P1.json,moc:G4D1P1,
倒,11,,ok,,1.0,0.02379,24,moc_G4D1P2.json,moc:G4D1P2,
觀摩,11,,ok,,0.9737,0.00836,38,moc_G4D8P2.json,moc:G4D8P2,
未來,11,,ok,,0.881,0.02264,42,moc_G4D8P3.json,moc:G4D8P3,
珍惜,11,,ok,,0.913,0.03433,46,moc_G4D5P2.json,moc:G4D5P2,
廁所,11,S15,ok,,1.0,0.00668,48,moc_G4D6P2.json,moc:G4D6P2,
規律,11,,ok,,0.7073,0.02687,41,moc_G4D6P4.json,moc:G4D6P4,
桌子,11,,ok,,0.7473,0.02669,91,moc_G4D2P2.json,moc:G4D2P2,
起初,11,,ok,,0.9355,0.01497,31,moc_G4D3P1.json,moc:G4D3P1,
街頭藝人,11,,ok,,0.9123,0.01013,57,moc_I1P3_L.json,moc:I1P3,
杯子,11,,ok,,1.0,0.00734,43,moc_I2P2_L.json,moc:corpus-gapfill,
深刻,11,,ok,,0.8378,0.01264,37,moc_I3P2_L.json,moc:I3P2,
主,11,,ok,,1.0,0.00642,274,twtsl2_主.json,twtsl:rescan-2026-09,
兄弟,11,,ok,,0.9965,0.00884,282,twtsl2_兄弟.json,twtsl:rescan-2026-09,
國家,11,,ok,,0.971,0.00909,241,twtsl2_國家.json,twtsl:rescan-2026-09,
字典,11,,ok,,1.0,0.00398,310,twtsl2_字典.json,twtsl:rescan-2026-09,
幸福,11,,ok,,0.9,0.01394,130,twtsl2_幸福.json,twtsl:rescan-2026-09,
拖地,11,,ok,,0.7724,0.0053,312,twtsl2_拖地.json,twtsl:rescan-2026-09,
歐洲,11,,ok,,0.8077,0.03135,52,twtsl2_歐洲.json,twtsl:rescan-2026-09,
繪畫,11,,ok,,0.9623,0.00976,265,twtsl2_繪畫.json,twtsl:rescan-2026-09,
碩士,11,,ok,,0.88,0.01617,200,twtsl2_碩士.json,twtsl:rescan-2026-09,
風,11,,ok,,0.8309,0.01545,207,twtsl2_風.json,twtsl:rescan-2026-09,
在家,10,,ok,,1.0,0.00588,67,moc_G1C10_R.json,moc:G1C10,
午睡,10,,ok,,1.0,0.00252,70,moc_G1C26_L.json,moc:G1C26,
VRS,10,,ok,,1.0,0.00498,93,moc_G1D14P2.json,moc:G1D14P2,
妻子,10,,ok,,0.76,0.03104,25,moc_G1D15P1.json,moc:G1D15P1,
穿上,10,,ok,,0.8689,0.01971,61,moc_G1D11P1.json,moc:G1D11P1,
違法,10,,ok,,0.7097,0.02456,31,moc_G1D11P2.json,moc:G1D11P2,
漢堡,10,,ok,,0.8,0.03833,30,moc_G1D2.json,moc:G1D2,
瀏覽,10,,ok,,1.0,0.01234,15,moc_G1D3P1.json,moc:G1D3P1,
不可以,10,S13,ok,,0.9375,0.0194,64,moc_G1D4P2.json,moc:G1D4P2,
愛,10,,ok,,1.0,0.0089,28,moc_G1D4P2.json,moc:G1D4P2,
日期,10,,ok,,1.0,0.00885,51,moc_G1D4P3.json,moc:G1D4P3,
到處,10,,ok,,0.9744,0.00949,39,moc_G1C6_L.json,moc:corpus-gapfill,
石頭,10,,ok,,0.9545,0.01981,22,moc_G2D11P2.json,moc:G2D11P2,
搭船,10,,ok,,0.9275,0.01476,69,moc_G2D16P1.json,moc:G2D16P1,
碰面,10,,ok,,0.96,0.00685,50,moc_G2D1P2.json,moc:G2D1P2,
前幾天,10,,ok,,0.96,0.01311,50,moc_G2D6P1.json,moc:G2D6P1,
不夠,10,,ok,,0.8953,0.01469,86,moc_G2D7P4.json,moc:G2D7P4,
宣傳,10,,ok,,0.9559,0.00908,68,moc_G2D7P4.json,moc:G2D7P4,
預防,10,,ok,,1.0,0.00921,28,moc_G2D13P2.json,moc:G2D13P2,
政見,10,,ok,,1.0,0.01115,47,moc_G2D3P1.json,moc:G2D3P1,
聰明,10,,ok,,1.0,0.00999,47,moc_G2D3P1.json,moc:G2D3P1,
退步,10,,ok,,1.0,0.01429,38,moc_G2D3P1.json,moc:G2D3P1,
高,10,,ok,,0.8889,0.04489,9,moc_G2D4P1.json,moc:G2D4P1,
一下子,10,,ok,,0.9167,0.03052,24,moc_G2D4P1.json,moc:G2D4P1,
爭奪,10,,ok,,0.9394,0.03626,33,moc_G2D9P1.json,moc:G2D9P1,
本土語言,10,,ok,,0.9688,0.00743,96,moc_G3C10_L.json,moc:G3C10,
一小時,10,,ok,,0.9412,0.03225,17,moc_G3D12P1.json,moc:G3D12P1,
環島,10,,ok,,1.0,0.00837,46,moc_G3D10P1.json,moc:G3D10P1,
目標,10,,ok,,1.0,0.00923,45,moc_G3D10P1.json,moc:G3D10P1,
建築物,10,,ok,,0.9394,0.01145,66,moc_G3D16P1.json,moc:G3D16P1,
每一個,10,,ok,,0.7458,0.00996,59,moc_G3D16P2.json,moc:G3D16P2,
安裝,10,,ok,,1.0,0.01668,32,moc_G3D3P3.json,moc:G3D3P3,
購物,10,,ok,,0.9819,0.01487,166,moc_G3D1P2.json,moc:G3D1P2,
請求,10,,ok,,0.7778,0.0104,45,moc_G3D2P1.json,moc:G3D2P1,
罵,10,,ok,,1.0,0.01007,34,moc_G3D2P2.json,moc:G3D2P2,
作業,10,,ok,,0.9667,0.0117,60,moc_G3D2P3.json,moc:G3D2P3,
旁邊,10,,ok,,0.9605,0.0144,76,moc_G3D3P1.json,moc:G3D3P1,
渴望,10,,ok,,1.0,0.00712,57,moc_G3D7P1.json,moc:G3D7P1,
了解,10,,ok,,0.9394,0.01687,99,moc_G3D8P4.json,moc:G3D8P4,
顯眼,10,,ok,,0.9406,0.01114,101,moc_G3D8P5.json,moc:G3D8P5,
接電話,10,,ok,,0.9867,0.00456,75,moc_G3C38_R.json,moc:G3C38,
品,10,,ok,,0.8947,0.01358,19,moc_G3D9P2.json,moc:G3D9P2,
穩定,10,,ok,,0.9706,0.01048,68,moc_G3D9P3.json,moc:G3D9P3,
人來,10,,ok,,1.0,0.00406,63,moc_G4C25_L.json,moc:G4C25,
漫畫,10,,ok,,0.7222,0.02136,36,moc_G4D11P2.json,moc:G4D11P2,
數學,10,,ok,,1.0,0.02008,22,moc_G4D12P1.json,moc:G4D12P1,
輪流,10,,ok,,0.8519,0.03039,27,moc_G4D12P2.json,moc:G4D12P2,
會員,10,,ok,,1.0,0.00436,36,moc_G4D13P2.json,moc:G4D13P2,
地址,10,,ok,,0.9574,0.01249,47,moc_G4D13P3.json,moc:G4D13P3,
宴席,10,,ok,,1.0,0.00596,81,moc_G4C41_R.json,moc:G4C41,
鹽,10,,ok,,0.8125,0.03648,16,moc_G4D5P2.json,moc:G4D5P2,
八點,10,,ok,,1.0,0.01045,37,moc_G4D6P2.json,moc:G4D6P2,
打掃,10,,ok,,1.0,0.01049,26,moc_G4D6P2.json,moc:G4D6P2,
宣布,10,,ok,,1.0,0.01904,31,moc_G4D3P2.json,moc:G4D3P2,
有趣,10,,ok,,1.0,0.00839,54,moc_G4D3P3.json,moc:G4D3P3,
念書,10,,ok,,0.9245,0.00963,53,moc_G4D4P1.json,moc:G4D4P1,
不適合,10,,ok,,0.6875,0.01888,64,moc_I3P1_L.json,moc:I3P1,
國際手語,10,,ok,,0.6753,0.01212,77,moc_I4P6_L.json,moc:I4P6,
美術系,10,,ok,,1.0,0.00324,48,moc_I4P2_L.json,moc:I4P2,
交付,10,,ok,,0.9924,0.00665,263,twtsl2_交付.json,twtsl:rescan-2026-09,
修改,10,,ok,,0.8155,0.01456,103,twtsl2_修改.json,twtsl:rescan-2026-09,
健身,10,,ok,,0.9225,0.03877,142,twtsl2_健身.json,twtsl:rescan-2026-09,
打敗,10,,ok,,0.7358,0.01297,106,twtsl2_打敗.json,twtsl:rescan-2026-09,
收集,10,,ok,,0.7742,0.03094,93,twtsl2_收集.json,twtsl:rescan-2026-09,
李,10,,ok,,0.8643,0.0126,140,twtsl2_李.json,twtsl:rescan-2026-09,
米,10,,ok,,0.8739,0.01303,119,twtsl2_米.json,twtsl:rescan-2026-09,
立刻,10,,ok,,0.6311,0.00605,244,twtsl2_立刻.json,twtsl:rescan-2026-09,
競爭,10,,ok,,1.0,0.00573,297,twtsl2_競爭.json,twtsl:rescan-2026-09,
自行車,10,,ok,,0.8413,0.02335,63,twtsl2_自行車.json,twtsl:rescan-2026-09,
臭,10,,ok,,0.8459,0.0117,266,twtsl2_臭.json,twtsl:rescan-2026-09,
變化,10,,ok,,0.8028,0.00338,426,twtsl2_變化.json,twtsl:rescan-2026-09,
逛街,10,,ok,,0.7321,0.00847,586,twtsl2_逛街.json,twtsl:rescan-2026-09,
黑,10,,ok,,0.8341,0.01585,223,twtsl2_黑.json,twtsl:rescan-2026-09,
一點,8,S08,ok,,0.9582,0.00545,239,twtsl2_一點.json,twtsl:rescan-2026-09,
對不起,7,S05,ok,,1.0,0.0079,36,moc_I4P8_R.json,moc:corpus-gapfill,
早安,4,S02,ok,,0.6556,0.02368,90,moc_G1D10P1.json,moc:G1D10P1,
看醫生,2,S20,ok,,0.8033,0.01773,61,gs0911_看醫生.json,unknown-d:綠幕-2026-09-11,
晚安,1,S03,ok,,0.7853,0.01662,177,slw_晚安.json,slwords:6847bcf06524f5d7f32d8f81,
再見,1,S06,ok,,0.9775,0.00882,222,twtsl2_再見.json,twtsl:rescan-2026-09,
餓,1,S16,ok,,1.0,0.00978,63,gs0911_餓.json,unknown-d:綠幕-2026-09-11,
星期幾,1,S22,ok,,0.9697,0.01392,66,gs0911_星期幾.json,unknown-d:綠幕-2026-09-11,
